board_0/FPGA_0D,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,4,15,1,Default,00:45:15,00:45:15
board_1/FPGA_1D,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,4,15,1,Default,01:37:00,01:37:00
